Year,Almagre Mountain B index,Mesa Verde Douglas Fir index
1691,1175.0,1264.0
1692,1468.0,1632.0
1693,1469.0,1263.0
1694,1382.0,959.0
1695,1180.0,1074.0
1696,984.0,675.0
1697,986.0,1121.0
1698,1036.0,1359.0
1699,1022.0,1704.0
1700,952.0,1404.0
1701,1010.0,1681.0
1702,831.0,918.0
1703,895.0,1308.0
1704,851.0,805.0
1705,860.0,1481.0
1706,800.0,1890.0
1707,850.0,752.0
1708,861.0,1167.0
1709,884.0,1111.0
1710,1070.0,1686.0
1711,929.0,1418.0
1712,1135.0,1422.0
1713,1329.0,946.0
1714,1206.0,823.0
1715,1106.0,1145.0
1716,967.0,680.0
1717,1265.0,829.0
1718,1228.0,1304.0
1719,1291.0,1516.0
1720,1180.0,2225.0
1721,1341.0,1224.0
1722,1146.0,964.0
1723,1213.0,1569.0
1724,1054.0,480.0
1725,1285.0,1743.0
1726,1393.0,1459.0
1727,1004.0,1669.0
1728,1094.0,927.0
1729,1076.0,101.0
1730,954.0,994.0
1731,1324.0,854.0
1732,1147.0,1117.0
1733,1217.0,689.0
1734,1010.0,1487.0
1735,947.0,469.0
1736,883.0,1178.0
1737,881.0,859.0
1738,1152.0,989.0
1739,1207.0,665.0
1740,1180.0,732.0
1741,1236.0,864.0
1742,1349.0,823.0
1743,1187.0,1324.0
1744,889.0,1153.0
1745,357.0,1440.0
1746,465.0,1630.0
1747,487.0,2094.0
1748,348.0,489.0
1749,525.0,1768.0
1750,653.0,1147.0
1751,758.0,1152.0
1752,651.0,709.0
1753,1037.0,811.0
1754,976.0,884.0
1755,965.0,627.0
1756,1163.0,896.0
1757,1148.0,401.0
1758,795.0,767.0
1759,869.0,895.0
1760,914.0,649.0
1761,832.0,804.0
1762,989.0,898.0
1763,816.0,1016.0
1764,832.0,1152.0
1765,1284.0,638.0
1766,1182.0,1448.0
1767,1091.0,508.0
1768,935.0,1205.0
1769,1004.0,1326.0
1770,690.0,931.0
1771,995.0,1555.0
1772,947.0,1174.0
1773,1041.0,233.0
1774,997.0,938.0
1775,955.0,749.0
1776,827.0,1027.0
1777,974.0,894.0
1778,910.0,545.0
1779,1009.0,913.0
1780,1266.0,526.0
1781,1130.0,997.0
1782,980.0,288.0
1783,1357.0,1392.0
1784,1264.0,1188.0
1785,1210.0,1230.0
1786,1159.0,877.0
1787,1202.0,1249.0
1788,1441.0,711.0
1789,1062.0,718.0
1790,1089.0,298.0
1791,795.0,1417.0
1792,899.0,1446.0
1793,993.0,1551.0
1794,977.0,867.0
1795,992.0,766.0
1796,1261.0,738.0
1797,1240.0,1074.0
1798,1104.0,969.0
1799,1120.0,1077.0
1800,1185.0,1017.0
1801,1093.0,781.0
1802,1297.0,1353.0
1803,1025.0,858.0
1804,1064.0,1341.0
1805,995.0,597.0
1806,982.0,702.0
1807,999.0,1111.0
1808,930.0,513.0
1809,828.0,849.0
1810,945.0,731.0
1811,950.0,1034.0
1812,1028.0,1152.0
1813,1096.0,470.0
1814,1085.0,944.0
1815,961.0,1202.0
1816,1008.0,2113.0
1817,1060.0,1938.0
1818,609.0,395.0
1819,614.0,340.0
1820,689.0,213.0
1821,598.0,1518.0
1822,482.0,753.0
1823,651.0,332.0
1824,648.0,632.0
1825,948.0,963.0
1826,936.0,1111.0
1827,1111.0,798.0
1828,1078.0,1226.0
1829,1020.0,922.0
1830,864.0,949.0
1831,930.0,925.0
1832,777.0,1524.0
1833,983.0,1463.0
1834,778.0,996.0
1835,718.0,1425.0
1836,485.0,1405.0
1837,670.0,1248.0
1838,530.0,1592.0
1839,328.0,1738.0
1840,329.0,2024.0
1841,384.0,1374.0
1842,266.0,798.0
1843,387.0,1482.0
1844,373.0,1541.0
1845,390.0,589.0
1846,484.0,1436.0
1847,511.0,111.0
1848,724.0,1438.0
1849,646.0,1393.0
1850,788.0,1494.0
1851,493.0,498.0
1852,741.0,1533.0
1853,705.0,1408.0
1854,874.0,1136.0
1855,859.0,1273.0
1856,941.0,1367.0
1857,1158.0,945.0
1858,1042.0,1370.0
1859,1215.0,798.0
1860,991.0,941.0
1861,1141.0,99.0
1862,1272.0,1509.0
1863,1214.0,1022.0
1864,1326.0,299.0
1865,1126.0,1117.0
1866,1374.0,1039.0
1867,1220.0,1579.0
1868,848.0,1275.0
1869,1131.0,1480.0
1870,996.0,490.0
1871,1135.0,577.0
1872,1081.0,434.0
1873,1272.0,813.0
1874,1188.0,932.0
1875,1034.0,797.0
1876,1514.0,498.0
1877,1347.0,1602.0
1878,1378.0,787.0
1879,1349.0,813.0
1880,862.0,782.0
1881,1333.0,765.0
1882,1144.0,670.0
1883,1357.0,690.0
1884,1374.0,1026.0
1885,1471.0,1211.0
1886,1611.0,1086.0
1887,1455.0,490.0
1888,1519.0,1454.0
1889,1624.0,1200.0
1890,1474.0,1233.0
1891,1352.0,1339.0
1892,1571.0,1175.0
1893,1343.0,607.0
1894,1493.0,456.0
1895,1307.0,898.0
1896,1456.0,135.0
1897,1402.0,1244.0
1898,1671.0,1003.0
1899,1322.0,182.0
1900,1390.0,521.0
1901,1125.0,1074.0
1902,1015.0,53.0
1903,1227.0,1181.0
1904,984.0,69.0
1905,1110.0,1099.0
1906,815.0,1073.0
1907,1481.0,1558.0
1908,1079.0,1172.0
1909,1395.0,1558.0
1910,1523.0,1410.0
1911,1680.0,1448.0
1912,1678.0,1735.0
1913,1404.0,980.0
1914,1062.0,1793.0
1915,1167.0,2060.0
1916,1196.0,1774.0
1917,1231.0,1789.0
1918,1179.0,735.0
1919,1378.0,1380.0
1920,1043.0,1937.0
1921,1101.0,1426.0
1922,1216.0,1656.0
1923,883.0,960.0
1924,788.0,1188.0
1925,844.0,853.0
1926,877.0,1651.0
1927,948.0,1188.0
1928,1079.0,1348.0
1929,1253.0,1131.0
1930,1208.0,1028.0
1931,1313.0,1056.0
1932,1280.0,1590.0
1933,1409.0,822.0
1934,918.0,424.0
1935,1383.0,1246.0
1936,1405.0,749.0
1937,1427.0,1147.0
1938,1426.0,1265.0
1939,1267.0,1022.0
1940,1390.0,937.0
1941,1554.0,1684.0
1942,1722.0,1349.0
1943,1641.0,1029.0
1944,1416.0,1041.0
1945,1403.0,990.0
1946,1399.0,535.0
1947,1672.0,1101.0
1948,1629.0,1269.0
1949,1559.0,1528.0
1950,1326.0,780.0
1951,1667.0,299.0
1952,1069.0,1247.0
1953,1278.0,604.0
1954,1327.0,668.0
1955,1319.0,901.0
1956,1224.0,672.0
1957,1631.0,1235.0
1958,1733.0,1246.0
1959,1664.0,250.0
1960,1224.0,1151.0
1961,1312.0,833.0
1962,1397.0,781.0
1963,1417.0,738.0
1964,1193.0,794.0
1965,1224.0,1217.0
1966,1397.0,1106.0
1967,1132.0,773.0
1968,1199.0,906.0
1969,1361.0,860.0
1970,1190.0,837.0
1971,1150.0,954.0
1972,1292.0,749.0
1973,1160.0,1410.0
1974,1148.0,710.0
1975,1189.0,1307.0
1976,1275.0,737.0
1977,1441.0,214.0
1978,1135.0,1221.0
1979,966.0,1210.0
1980,1032.0,1148.0
1981,1052.0,492.0
1982,1203.0,1093.0
1983,1302.0,1367.0
1984,NaN,1101.0
1985,NaN,1219.0
1986,NaN,1352.0
1987,NaN,1730.0
1988,NaN,1587.0
1989,NaN,966.0
