areatypename,areasymbol,areaname,areaacres,mlraoffice,legenddesc,ssastatus,mouagncyresp,projectscale,cordate,ssurgoarchived,legendsuituse,legendcertstat,lkey
Non-MLRA Soil Survey Area,CO671,"Cortez Area, Colorado, Parts of Dolores and Montezuma Counties",779400,"Bozeman, MT",Detailed Soil Map Legend,NA,Natural Resources Conservation Service,24000,NA,NA,NA,NA,10248
