musym,muname,mukind,mustatus,muacres,mapunitlfw.l,mapunitlfw.r,mapunitlfw.h,mapunitpfa.l,mapunitpfa.r,mapunitpfa.h,farmlndcl,muhelcl,muwathelcl,muwndhelcl,interpfocus,invesintens,iacornsr,nhiforsoigrp,nhspiagr,vtsepticsyscl,mucertstat,lkey,mukey
144,"Wetherill loam, 3 to 6 percent slopes",Consociation,NA,95433,NA,NA,NA,NA,NA,NA,Prime farmland if irrigated,NA,NA,NA,,,NA,NA,NA,NA,NA,10248,57594
