musym,muname,mukind,mustatus,muacres,mapunitlfw.l,mapunitlfw.r,mapunitlfw.h,mapunitpfa.l,mapunitpfa.r,mapunitpfa.h,farmlndcl,muhelcl,muwathelcl,muwndhelcl,interpfocus,invesintens,iacornsr,nhiforsoigrp,nhspiagr,vtsepticsyscl,mucertstat,lkey,mukey
2,"Ackmen loam, 3 to 6 percent slopes",Consociation,NA,305,NA,NA,NA,NA,NA,NA,Prime farmland if irrigated,NA,NA,NA,,,NA,NA,NA,NA,NA,10248,57614
