reskind,reshard,resdept.l,resdept.r,resdept.h,resdepb.l,resdepb.r,resdepb.h,resthk.l,resthk.r,resthk.h,cokey,corestrictkey
Paralithic bedrock,Weakly cemented,51,76,102,NA,NA,NA,NA,NA,NA,17724585,4885413
