musym,muname,mukind,mustatus,muacres,mapunitlfw.l,mapunitlfw.r,mapunitlfw.h,mapunitpfa.l,mapunitpfa.r,mapunitpfa.h,farmlndcl,muhelcl,muwathelcl,muwndhelcl,interpfocus,invesintens,iacornsr,nhiforsoigrp,nhspiagr,vtsepticsyscl,mucertstat,lkey,mukey
116,"Sharps-Cahona complex, 6 to 12 percent slopes",Complex,NA,16755,NA,NA,NA,NA,NA,NA,Not prime farmland,NA,NA,NA,,,NA,NA,NA,NA,NA,10248,57563
